"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1"
"25","5.0","4.0","3.0","2.0","0.0","6.0","6.0","7.0","1.0","5.0"
"26","2.0","1.0","3.0","5.0","2.0","4.0","1.0","0.0","4.0","0.0"
"27","2.0","4.0","1.0","7.0","5.0","2.0","0.0","3.0","2.0","3.0"
"28","0.0","3.0","7.0","3.0","3.0","7.0","2.0","4.0","4.0","4.0"
"29","6.0","7.0","6.0","3.0","5.0","2.0","7.0","3.0","2.0","2.0"
"30","5.0","3.0","5.0","4.0","2.0","7.0","2.0","0.0","2.0","6.0"
"31","6.0","3.0","2.0","1.0","1.0","1.0","5.0","7.0","4.0","5.0"
"32","6.0","6.0","7.0","4.0","3.0","5.0","2.0","4.0","6.0","2.0"
"33","2.0","7.0","3.0","3.0","2.0","1.0","4.0","1.0","0.0","4.0"
"34","4.0","4.0","5.0","4.0","0.0","6.0","1.0","4.0","6.0","2.0"
"35","6.0","6.0","7.0","3.0","0.0","5.0","6.0","1.0","6.0","0.0"
"36","6.0","3.0","1.0","3.0","0.0","6.0","5.0","6.0","0.0","2.0"
"37","5.0","5.0","1.0","0.0","2.0","1.0","7.0","7.0","4.0","5.0"
"38","1.0","3.0","7.0","3.0","3.0","4.0","5.0","6.0","3.0","1.0"
"39","2.0","1.0","1.0","0.0","2.0","2.0","0.0","1.0","4.0","1.0"
"40","2.0","0.0","3.0","5.0","3.0","6.0","6.0","7.0","0.0","2.0"
"41","4.0","7.0","1.0","3.0","2.0","2.0","4.0","2.0","2.0","7.0"
"42","2.0","3.0","4.0","3.0","2.0","0.0","3.0","7.0","7.0","7.0"
"43","5.0","5.0","6.0","4.0","7.0","5.0","6.0","7.0","7.0","2.0"
"44","5.0","7.0","0.0","7.0","0.0","1.0","1.0","1.0","4.0","2.0"
"45","2.0","6.0","4.0","4.0","3.0","1.0","7.0","3.0","1.0","2.0"
"46","2.0","1.0","3.0","0.0","2.0","7.0","4.0","7.0","3.0","0.0"
"47","4.0","5.0","0.0","7.0","3.0","2.0","4.0","1.0","3.0","5.0"
"48","0.0","2.0","4.0","7.0","4.0","0.0","7.0","7.0","2.0","2.0"
"49","6.0","4.0","5.0","4.0","0.0","5.0","7.0","2.0","0.0","3.0"
"50","5.0","7.0","2.0","7.0","7.0","2.0","1.0","1.0","0.0","3.0"
"51","2.0","5.0","1.0","3.0","2.0","1.0","7.0","3.0","2.0","2.0"
"52","2.0","4.0","3.0","4.0","4.0","1.0","7.0","1.0","1.0","1.0"
"53","4.0","7.0","3.0","3.0","3.0","3.0","4.0","0.0","4.0","7.0"
"54","2.0","7.0","7.0","3.0","2.0","2.0","5.0","5.0","4.0","3.0"
"55","6.0","6.0","7.0","4.0","4.0","4.0","7.0","6.0","0.0","2.0"
"56","2.0","5.0","4.0","4.0","2.0","7.0","6.0","4.0","4.0","0.0"
"57","2.0","6.0","1.0","7.0","4.0","6.0","4.0","5.0","2.0","1.0"
"58","5.0","7.0","4.0","7.0","3.0","1.0","5.0","4.0","5.0","4.0"
"59","2.0","4.0","1.0","0.0","5.0","4.0","7.0","5.0","1.0","2.0"
"60","2.0","7.0","3.0","2.0","5.0","4.0","1.0","7.0","3.0","5.0"
"61","6.0","6.0","3.0","3.0","3.0","7.0","7.0","3.0","5.0","6.0"
"62","2.0","2.0","2.0","1.0","4.0","1.0","7.0","6.0","6.0","2.0"
"63","7.0","1.0","1.0","0.0","7.0","5.0","4.0","7.0","7.0","4.0"
"64","2.0","1.0","7.0","5.0","5.0","1.0","7.0","4.0","6.0","0.0"
"65","4.0","1.0","1.0","2.0","1.0","0.0","3.0","0.0","1.0","6.0"
"66","2.0","1.0","3.0","0.0","2.0","4.0","2.0","2.0","4.0","2.0"
"67","4.0","2.0","2.0","2.0","2.0","6.0","0.0","4.0","7.0","0.0"
"68","5.0","3.0","3.0","3.0","4.0","5.0","3.0","1.0","6.0","2.0"
"69","1.0","5.0","5.0","2.0","2.0","0.0","7.0","0.0","7.0","7.0"
"70","2.0","3.0","1.0","2.0","2.0","5.0","7.0","6.0","0.0","2.0"
"71","6.0","4.0","7.0","3.0","0.0","0.0","7.0","7.0","7.0","4.0"
"72","2.0","3.0","7.0","3.0","5.0","4.0","5.0","7.0","7.0","4.0"
"73","6.0","4.0","5.0","6.0","0.0","0.0","7.0","3.0","7.0","6.0"
"74","5.0","7.0","4.0","1.0","7.0","7.0","3.0","5.0","4.0","3.0"
"75","2.0","1.0","1.0","0.0","4.0","0.0","0.0","7.0","2.0","1.0"
"76","4.0","5.0","7.0","2.0","2.0","6.0","5.0","5.0","7.0","4.0"
"77","1.0","0.0","3.0","5.0","2.0","2.0","6.0","3.0","0.0","7.0"
"78","5.0","4.0","0.0","0.0","4.0","1.0","7.0","3.0","1.0","7.0"
"79","2.0","5.0","2.0","5.0","2.0","1.0","7.0","5.0","2.0","1.0"
"80","4.0","1.0","2.0","5.0","2.0","1.0","0.0","0.0","2.0","4.0"
"81","6.0","4.0","7.0","4.0","0.0","7.0","2.0","0.0","0.0","4.0"
"82","4.0","5.0","5.0","5.0","6.0","4.0","7.0","0.0","5.0","0.0"
"83","5.0","5.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","3.0"
"84","5.0","6.0","1.0","7.0","4.0","7.0","7.0","1.0","4.0","2.0"
"85","4.0","4.0","1.0","4.0","5.0","2.0","7.0","5.0","6.0","7.0"
"86","5.0","6.0","0.0","6.0","7.0","6.0","2.0","2.0","1.0","0.0"
"87","3.0","7.0","6.0","3.0","4.0","4.0","4.0","7.0","7.0","5.0"
"88","6.0","7.0","0.0","0.0","0.0","7.0","1.0","5.0","7.0","4.0"
"89","6.0","3.0","1.0","3.0","3.0","1.0","5.0","5.0","0.0","6.0"
"90","4.0","4.0","5.0","4.0","6.0","6.0","0.0","5.0","1.0","3.0"
"91","2.0","3.0","2.0","2.0","5.0","2.0","5.0","7.0","6.0","5.0"
"92","7.0","1.0","0.0","1.0","2.0","2.0","0.0","4.0","1.0","5.0"
"93","5.0","4.0","2.0","2.0","0.0","0.0","4.0","1.0","4.0","4.0"
"94","2.0","6.0","7.0","7.0","7.0","3.0","4.0","2.0","7.0","4.0"
"95","6.0","4.0","5.0","4.0","0.0","7.0","1.0","4.0","1.0","1.0"
"96","2.0","7.0","0.0","3.0","5.0","0.0","2.0","5.0","5.0","0.0"
"97","2.0","6.0","7.0","4.0","3.0","1.0","7.0","3.0","4.0","5.0"
"98","2.0","5.0","4.0","5.0","2.0","4.0","0.0","4.0","6.0","0.0"
"99","2.0","7.0","7.0","3.0","4.0","5.0","4.0","1.0","2.0","0.0"
"100","5.0","6.0","1.0","7.0","0.0","7.0","7.0","3.0","2.0","1.0"
"101","4.0","7.0","7.0","3.0","0.0","2.0","5.0","3.0","4.0","7.0"
"102","2.0","3.0","6.0","1.0","3.0","7.0","5.0","1.0","6.0","3.0"
"103","4.0","4.0","3.0","0.0","0.0","7.0","0.0","5.0","2.0","2.0"
"104","5.0","2.0","7.0","4.0","1.0","0.0","7.0","0.0","6.0","1.0"
"105","4.0","5.0","4.0","3.0","6.0","5.0","7.0","6.0","6.0","3.0"
"106","2.0","0.0","3.0","0.0","5.0","4.0","1.0","4.0","0.0","3.0"
"107","4.0","7.0","5.0","7.0","2.0","2.0","4.0","4.0","3.0","3.0"
"108","2.0","3.0","1.0","0.0","2.0","2.0","5.0","6.0","6.0","1.0"
"109","4.0","2.0","2.0","7.0","2.0","4.0","7.0","6.0","2.0","3.0"
"110","2.0","5.0","3.0","2.0","2.0","2.0","0.0","4.0","4.0","0.0"
"111","2.0","5.0","6.0","0.0","2.0","2.0","4.0","4.0","6.0","5.0"
"112","4.0","6.0","5.0","5.0","3.0","1.0","0.0","7.0","4.0","5.0"
"113","5.0","7.0","7.0","3.0","7.0","7.0","1.0","6.0","4.0","5.0"
"114","4.0","5.0","0.0","5.0","6.0","5.0","6.0","4.0","3.0","0.0"
"115","7.0","5.0","2.0","2.0","2.0","0.0","1.0","4.0","6.0","0.0"
"116","2.0","1.0","7.0","3.0","2.0","0.0","0.0","0.0","2.0","7.0"
"117","5.0","7.0","1.0","7.0","0.0","4.0","4.0","5.0","1.0","7.0"
"118","4.0","7.0","5.0","7.0","0.0","3.0","2.0","6.0","2.0","6.0"
"119","0.0","7.0","1.0","3.0","1.0","2.0","5.0","3.0","4.0","4.0"
"120","4.0","7.0","7.0","7.0","1.0","2.0","4.0","1.0","6.0","5.0"
"121","6.0","4.0","0.0","1.0","0.0","3.0","7.0","4.0","4.0","3.0"
"122","5.0","5.0","7.0","0.0","2.0","2.0","7.0","7.0","1.0","5.0"
"123","5.0","3.0","1.0","0.0","4.0","7.0","5.0","2.0","6.0","5.0"
"124","1.0","1.0","0.0","5.0","4.0","4.0","6.0","0.0","1.0","4.0"
"125","2.0","7.0","6.0","3.0","4.0","2.0","5.0","7.0","4.0","6.0"
"126","2.0","0.0","4.0","7.0","2.0","3.0","6.0","1.0","4.0","5.0"
"127","4.0","5.0","3.0","1.0","6.0","4.0","7.0","0.0","3.0","6.0"
"128","2.0","3.0","5.0","3.0","7.0","3.0","3.0","0.0","6.0","2.0"
"129","6.0","5.0","1.0","3.0","0.0","3.0","7.0","2.0","2.0","6.0"
"130","6.0","7.0","6.0","3.0","5.0","1.0","3.0","1.0","6.0","2.0"
"131","7.0","6.0","5.0","4.0","2.0","5.0","2.0","2.0","0.0","4.0"
"132","2.0","5.0","3.0","6.0","2.0","3.0","6.0","5.0","4.0","0.0"
"133","2.0","7.0","2.0","7.0","3.0","4.0","2.0","3.0","1.0","4.0"
"134","5.0","4.0","2.0","4.0","0.0","6.0","1.0","2.0","5.0","7.0"
"135","5.0","4.0","3.0","3.0","0.0","1.0","7.0","1.0","6.0","0.0"
"136","4.0","6.0","2.0","7.0","3.0","5.0","2.0","3.0","5.0","7.0"
"137","2.0","1.0","1.0","2.0","2.0","2.0","5.0","0.0","6.0","2.0"
"138","5.0","6.0","3.0","5.0","7.0","5.0","2.0","6.0","2.0","4.0"
"139","5.0","3.0","1.0","3.0","6.0","0.0","5.0","4.0","1.0","2.0"
"140","4.0","4.0","5.0","4.0","0.0","5.0","2.0","3.0","3.0","7.0"
"141","2.0","5.0","7.0","5.0","2.0","0.0","7.0","6.0","1.0","4.0"
"142","2.0","1.0","4.0","0.0","2.0","1.0","4.0","2.0","4.0","7.0"
"143","4.0","3.0","5.0","4.0","5.0","2.0","3.0","7.0","3.0","0.0"
"144","2.0","5.0","3.0","5.0","2.0","6.0","6.0","2.0","4.0","6.0"
"145","1.0","7.0","3.0","3.0","6.0","6.0","1.0","5.0","6.0","6.0"
"146","4.0","4.0","1.0","2.0","0.0","2.0","7.0","3.0","1.0","1.0"
"147","2.0","7.0","2.0","7.0","2.0","6.0","6.0","2.0","5.0","0.0"
"148","5.0","3.0","0.0","1.0","4.0","0.0","5.0","7.0","2.0","3.0"
"149","4.0","2.0","2.0","4.0","1.0","2.0","5.0","3.0","1.0","4.0"
"150","2.0","4.0","2.0","2.0","4.0","2.0","7.0","1.0","4.0","4.0"
"151","5.0","5.0","3.0","5.0","7.0","5.0","0.0","4.0","6.0","5.0"
"152","6.0","3.0","7.0","2.0","0.0","5.0","3.0","0.0","7.0","2.0"
"153","7.0","4.0","7.0","0.0","0.0","6.0","0.0","4.0","6.0","7.0"
"154","2.0","3.0","1.0","2.0","2.0","4.0","1.0","1.0","4.0","7.0"
"155","2.0","5.0","7.0","5.0","2.0","7.0","0.0","4.0","6.0","0.0"
"156","6.0","4.0","3.0","0.0","0.0","6.0","7.0","5.0","6.0","5.0"
"157","4.0","4.0","0.0","6.0","0.0","4.0","7.0","4.0","6.0","6.0"
"158","2.0","3.0","3.0","6.0","2.0","7.0","6.0","4.0","4.0","1.0"
"159","2.0","1.0","3.0","0.0","2.0","1.0","7.0","6.0","5.0","0.0"
"160","4.0","1.0","3.0","6.0","1.0","0.0","3.0","2.0","3.0","5.0"
"161","2.0","5.0","7.0","5.0","2.0","4.0","0.0","1.0","1.0","5.0"
"162","2.0","1.0","2.0","5.0","2.0","1.0","7.0","1.0","1.0","0.0"
"163","2.0","1.0","3.0","3.0","2.0","5.0","2.0","5.0","5.0","6.0"
"164","6.0","6.0","0.0","7.0","4.0","4.0","7.0","5.0","7.0","7.0"
"165","2.0","4.0","3.0","6.0","4.0","2.0","5.0","4.0","0.0","3.0"
"166","2.0","1.0","0.0","5.0","2.0","2.0","5.0","1.0","3.0","2.0"
"167","2.0","1.0","4.0","3.0","2.0","2.0","5.0","1.0","6.0","0.0"
"168","2.0","1.0","1.0","0.0","2.0","7.0","6.0","7.0","3.0","6.0"
"169","5.0","4.0","5.0","0.0","7.0","0.0","0.0","0.0","7.0","4.0"
"170","6.0","6.0","4.0","7.0","0.0","2.0","2.0","3.0","0.0","2.0"
"171","4.0","5.0","5.0","3.0","6.0","2.0","7.0","0.0","2.0","2.0"
"172","2.0","5.0","4.0","2.0","2.0","3.0","4.0","2.0","0.0","5.0"
"173","2.0","5.0","0.0","1.0","2.0","6.0","5.0","1.0","6.0","5.0"
"174","6.0","5.0","4.0","3.0","0.0","7.0","0.0","5.0","7.0","6.0"
"175","2.0","6.0","5.0","6.0","4.0","6.0","5.0","5.0","7.0","0.0"
"176","4.0","5.0","5.0","2.0","7.0","4.0","7.0","3.0","0.0","1.0"
"177","4.0","6.0","2.0","1.0","6.0","2.0","4.0","5.0","3.0","7.0"
"178","6.0","4.0","3.0","6.0","0.0","4.0","7.0","4.0","0.0","7.0"
"179","0.0","0.0","5.0","2.0","1.0","7.0","4.0","0.0","5.0","1.0"
"180","2.0","3.0","0.0","1.0","2.0","2.0","4.0","6.0","6.0","2.0"
"181","5.0","5.0","0.0","1.0","2.0","6.0","2.0","3.0","3.0","0.0"
"182","2.0","1.0","4.0","3.0","5.0","4.0","5.0","7.0","7.0","4.0"
"183","5.0","5.0","6.0","2.0","7.0","7.0","7.0","6.0","3.0","5.0"
"184","2.0","6.0","7.0","5.0","5.0","5.0","2.0","0.0","2.0","1.0"
"185","5.0","4.0","7.0","3.0","7.0","7.0","7.0","4.0","3.0","4.0"
"186","1.0","1.0","4.0","7.0","1.0","6.0","7.0","7.0","7.0","6.0"
"187","4.0","6.0","1.0","0.0","3.0","7.0","4.0","1.0","4.0","0.0"
"188","2.0","6.0","2.0","5.0","5.0","2.0","6.0","0.0","2.0","4.0"
"189","2.0","1.0","4.0","5.0","2.0","7.0","0.0","6.0","5.0","3.0"
"190","2.0","2.0","0.0","7.0","4.0","0.0","5.0","4.0","1.0","5.0"
"191","5.0","2.0","5.0","7.0","7.0","2.0","1.0","6.0","5.0","1.0"
"192","2.0","3.0","2.0","1.0","2.0","6.0","6.0","2.0","0.0","7.0"
"193","4.0","3.0","4.0","3.0","6.0","2.0","4.0","0.0","4.0","6.0"
"194","5.0","7.0","7.0","3.0","3.0","7.0","4.0","0.0","7.0","7.0"
"195","6.0","7.0","3.0","1.0","0.0","1.0","4.0","5.0","1.0","7.0"
"196","2.0","6.0","2.0","1.0","4.0","1.0","7.0","1.0","6.0","3.0"
"197","4.0","4.0","3.0","0.0","0.0","2.0","7.0","4.0","5.0","7.0"
"198","4.0","2.0","0.0","1.0","1.0","4.0","5.0","7.0","1.0","1.0"
"199","5.0","7.0","7.0","3.0","7.0","1.0","1.0","6.0","5.0","1.0"
"200","7.0","5.0","3.0","2.0","6.0","6.0","0.0","6.0","4.0","5.0"
"201","2.0","2.0","7.0","3.0","5.0","2.0","0.0","0.0","6.0","5.0"
"202","5.0","3.0","3.0","1.0","3.0","2.0","1.0","7.0","3.0","7.0"
"203","6.0","2.0","0.0","5.0","1.0","0.0","7.0","3.0","3.0","7.0"
"204","5.0","3.0","4.0","3.0","6.0","5.0","5.0","5.0","4.0","6.0"
"205","5.0","6.0","4.0","6.0","7.0","7.0","2.0","6.0","3.0","2.0"
"206","2.0","1.0","2.0","5.0","5.0","0.0","5.0","5.0","2.0","5.0"
"207","5.0","7.0","1.0","7.0","7.0","2.0","4.0","3.0","4.0","5.0"
"208","4.0","2.0","6.0","4.0","6.0","5.0","7.0","0.0","2.0","2.0"
"209","7.0","1.0","4.0","3.0","2.0","7.0","5.0","6.0","2.0","1.0"
"210","5.0","5.0","7.0","4.0","7.0","6.0","0.0","1.0","4.0","7.0"
"211","2.0","2.0","4.0","3.0","4.0","1.0","7.0","5.0","0.0","5.0"
"212","2.0","3.0","4.0","3.0","4.0","4.0","3.0","1.0","1.0","0.0"
"213","2.0","3.0","4.0","6.0","5.0","7.0","6.0","0.0","7.0","5.0"
"214","4.0","3.0","0.0","6.0","6.0","2.0","2.0","4.0","4.0","6.0"
"215","5.0","3.0","7.0","3.0","6.0","7.0","5.0","7.0","3.0","2.0"
"216","5.0","1.0","3.0","6.0","6.0","3.0","6.0","5.0","2.0","6.0"
"217","2.0","6.0","0.0","7.0","4.0","0.0","6.0","6.0","2.0","6.0"
"218","0.0","7.0","1.0","0.0","1.0","4.0","5.0","3.0","7.0","2.0"
"219","6.0","6.0","7.0","4.0","0.0","6.0","6.0","1.0","1.0","2.0"
"220","7.0","5.0","4.0","3.0","7.0","2.0","6.0","0.0","4.0","5.0"
"221","6.0","0.0","3.0","1.0","0.0","6.0","4.0","4.0","4.0","3.0"
"222","5.0","6.0","1.0","7.0","7.0","7.0","2.0","0.0","0.0","5.0"
"223","4.0","4.0","5.0","3.0","6.0","2.0","0.0","7.0","0.0","4.0"
"224","5.0","6.0","0.0","7.0","4.0","7.0","7.0","1.0","0.0","2.0"
"225","4.0","7.0","7.0","3.0","0.0","0.0","3.0","5.0","6.0","6.0"
"226","2.0","1.0","0.0","1.0","2.0","0.0","4.0","4.0","6.0","4.0"
"227","2.0","5.0","6.0","3.0","2.0","5.0","7.0","1.0","6.0","5.0"
"228","5.0","3.0","1.0","3.0","6.0","1.0","1.0","6.0","0.0","6.0"
"229","5.0","4.0","7.0","4.0","0.0","6.0","1.0","5.0","3.0","2.0"
"230","6.0","4.0","7.0","0.0","0.0","2.0","7.0","4.0","6.0","7.0"
"231","5.0","4.0","1.0","4.0","0.0","2.0","7.0","4.0","1.0","2.0"
"232","4.0","4.0","3.0","0.0","5.0","7.0","7.0","5.0","5.0","2.0"
"233","2.0","6.0","5.0","7.0","5.0","5.0","7.0","4.0","6.0","1.0"
"234","1.0","4.0","1.0","0.0","5.0","6.0","0.0","0.0","1.0","0.0"
"235","5.0","3.0","0.0","1.0","4.0","5.0","3.0","7.0","0.0","3.0"
"236","4.0","4.0","2.0","1.0","3.0","5.0","7.0","7.0","6.0","4.0"
"237","6.0","1.0","0.0","5.0","4.0","6.0","6.0","0.0","3.0","1.0"
"238","4.0","5.0","1.0","0.0","2.0","4.0","7.0","6.0","0.0","7.0"
"239","2.0","1.0","3.0","0.0","2.0","6.0","3.0","5.0","5.0","2.0"
"240","5.0","4.0","5.0","0.0","7.0","7.0","1.0","1.0","0.0","2.0"
"241","4.0","4.0","7.0","4.0","0.0","1.0","7.0","7.0","3.0","5.0"
"242","5.0","7.0","1.0","5.0","7.0","4.0","6.0","2.0","1.0","4.0"
"243","0.0","0.0","3.0","0.0","4.0","2.0","6.0","1.0","4.0","4.0"
"244","2.0","0.0","6.0","0.0","4.0","7.0","4.0","5.0","7.0","6.0"
"245","4.0","7.0","0.0","2.0","7.0","4.0","2.0","6.0","5.0","5.0"
"246","5.0","4.0","4.0","3.0","0.0","4.0","0.0","0.0","4.0","7.0"
"247","6.0","3.0","2.0","1.0","0.0","6.0","5.0","7.0","6.0","3.0"
"248","2.0","4.0","7.0","4.0","5.0","1.0","7.0","1.0","1.0","7.0"
"249","5.0","5.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0"
