"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1"
"96","4.0","5.0","2.0","2.0","2.0","2.0","7.0","4.0","7.0","2.0"
"97","0.0","1.0","0.0","0.0","1.0","3.0","0.0","4.0","6.0","1.0"
"98","5.0","4.0","3.0","2.0","6.0","6.0","0.0","6.0","6.0","0.0"
"99","7.0","7.0","4.0","0.0","0.0","1.0","6.0","0.0","4.0","4.0"
"100","5.0","3.0","3.0","3.0","2.0","2.0","4.0","0.0","7.0","2.0"
"101","5.0","2.0","3.0","2.0","7.0","2.0","1.0","5.0","5.0","3.0"
"102","6.0","3.0","3.0","6.0","1.0","1.0","3.0","1.0","0.0","1.0"
"103","5.0","2.0","4.0","7.0","7.0","5.0","7.0","2.0","7.0","6.0"
"104","2.0","7.0","3.0","5.0","1.0","6.0","6.0","3.0","4.0","7.0"
"105","5.0","2.0","6.0","4.0","7.0","1.0","5.0","6.0","1.0","4.0"
"106","2.0","6.0","2.0","7.0","5.0","6.0","6.0","1.0","4.0","5.0"
"107","6.0","1.0","7.0","0.0","4.0","5.0","5.0","2.0","4.0","6.0"
"108","2.0","6.0","7.0","4.0","7.0","4.0","2.0","6.0","6.0","2.0"
"109","6.0","2.0","7.0","3.0","1.0","3.0","1.0","7.0","7.0","7.0"
"110","4.0","7.0","4.0","7.0","7.0","2.0","5.0","4.0","1.0","3.0"
"111","4.0","4.0","3.0","3.0","6.0","4.0","7.0","1.0","3.0","1.0"
"112","5.0","2.0","2.0","2.0","7.0","4.0","5.0","3.0","3.0","4.0"
"113","2.0","5.0","1.0","0.0","2.0","5.0","7.0","7.0","2.0","5.0"
"114","2.0","6.0","0.0","6.0","2.0","1.0","7.0","1.0","4.0","5.0"
"115","2.0","5.0","4.0","1.0","2.0","7.0","4.0","3.0","6.0","2.0"
"116","4.0","1.0","4.0","1.0","2.0","2.0","4.0","3.0","6.0","3.0"
"117","4.0","1.0","0.0","5.0","0.0","5.0","3.0","5.0","7.0","7.0"
"118","6.0","3.0","6.0","3.0","3.0","5.0","6.0","0.0","2.0","7.0"
"119","2.0","5.0","7.0","1.0","2.0","4.0","1.0","6.0","1.0","0.0"
"120","2.0","1.0","4.0","0.0","3.0","4.0","7.0","3.0","5.0","3.0"
"121","5.0","6.0","6.0","5.0","4.0","0.0","0.0","3.0","2.0","7.0"
"122","5.0","1.0","0.0","1.0","4.0","6.0","2.0","0.0","3.0","4.0"
"123","2.0","5.0","7.0","5.0","7.0","6.0","6.0","3.0","4.0","7.0"
"124","2.0","3.0","4.0","7.0","3.0","3.0","3.0","3.0","0.0","0.0"
"125","4.0","7.0","3.0","1.0","3.0","2.0","4.0","1.0","2.0","5.0"
"126","2.0","1.0","2.0","1.0","5.0","2.0","6.0","3.0","0.0","3.0"
"127","4.0","5.0","2.0","7.0","2.0","2.0","7.0","7.0","7.0","6.0"
"128","6.0","4.0","4.0","0.0","0.0","0.0","1.0","4.0","6.0","2.0"
"129","4.0","6.0","1.0","0.0","7.0","3.0","5.0","4.0","4.0","0.0"
"130","2.0","6.0","4.0","7.0","4.0","0.0","6.0","0.0","2.0","5.0"
"131","2.0","4.0","2.0","5.0","5.0","1.0","7.0","4.0","7.0","0.0"
"132","4.0","2.0","6.0","4.0","5.0","4.0","7.0","5.0","4.0","2.0"
"133","2.0","7.0","1.0","3.0","2.0","7.0","1.0","4.0","1.0","2.0"
"134","6.0","4.0","3.0","2.0","0.0","3.0","4.0","4.0","5.0","6.0"
"135","7.0","1.0","4.0","1.0","2.0","4.0","6.0","2.0","4.0","2.0"
"136","4.0","3.0","2.0","1.0","1.0","7.0","3.0","2.0","5.0","1.0"
"137","6.0","6.0","5.0","6.0","5.0","2.0","2.0","0.0","7.0","4.0"
"138","2.0","7.0","1.0","3.0","2.0","6.0","1.0","3.0","4.0","3.0"
"139","5.0","2.0","2.0","1.0","7.0","7.0","7.0","3.0","0.0","2.0"
"140","6.0","4.0","1.0","0.0","0.0","7.0","1.0","4.0","0.0","0.0"
"141","2.0","7.0","7.0","3.0","3.0","7.0","1.0","6.0","0.0","1.0"
"142","5.0","5.0","2.0","5.0","7.0","7.0","7.0","3.0","6.0","5.0"
"143","6.0","5.0","4.0","1.0","3.0","3.0","6.0","5.0","0.0","7.0"
"144","2.0","0.0","0.0","5.0","4.0","6.0","4.0","1.0","4.0","7.0"
"145","2.0","4.0","0.0","1.0","2.0","1.0","7.0","1.0","6.0","3.0"
"146","6.0","4.0","7.0","4.0","0.0","1.0","0.0","6.0","5.0","2.0"
"147","4.0","2.0","1.0","2.0","2.0","4.0","7.0","6.0","1.0","0.0"
"148","5.0","1.0","3.0","5.0","2.0","5.0","2.0","2.0","4.0","7.0"
"149","0.0","7.0","4.0","7.0","1.0","4.0","1.0","0.0","2.0","5.0"
